User id,inst,Time (secs),Number of moves,difficulty,Date,npo,nsols,avg_naff,nfrozen,minr,avgr,minr_extr,minr_extl,npstn,nlo,bs,ac
1c466a37-0da7-4049-a545-abc3254021fa,6_1,495,22,5,Wed May 16 14:37:22 GMT+02:00 2018,3,6,37.333333333333336,3,5,6.666666666666667,0,0,4.5,13,484,0.227373918777
1c466a37-0da7-4049-a545-abc3254021fa,6_2,182,6,4,Wed May 16 14:40:34 GMT+02:00 2018,4,14,6.0,0,3,4.0,0,0,4.5,18,663,0.25106030127
1c466a37-0da7-4049-a545-abc3254021fa,6_3,139,6,4,Wed May 16 14:43:00 GMT+02:00 2018,1,1,76.0,6,16,16.0,2,3,4.333333333333333,28,124,0.124046342771
1c466a37-0da7-4049-a545-abc3254021fa,6_4,139,6,4,Wed May 16 14:47:19 GMT+02:00 2018,7,16,11.285714285714286,0,6,6.714285714285714,0,0,4.5,19,690,0.220412676177
1c466a37-0da7-4049-a545-abc3254021fa,6_5,75,9,3,Wed May 16 14:48:41 GMT+02:00 2018,1,5,33.0,2,5,5.0,1,0,4.5,25,462,0.258059121139
1c466a37-0da7-4049-a545-abc3254021fa,6_6,98,8,4,Wed May 16 14:50:24 GMT+02:00 2018,2,4,51.5,1,6,6.0,0,2,4.5,18,426,0.297717705572
1c466a37-0da7-4049-a545-abc3254021fa,7_1,598,31,5,Wed May 16 15:00:32 GMT+02:00 2018,6,25,34.166666666666664,1,4,6.833333333333333,0,0,5.285714285714286,42,3094,0.372049717285
1c466a37-0da7-4049-a545-abc3254021fa,7_2,240,14,4,Wed May 16 15:04:39 GMT+02:00 2018,6,42,30.666666666666668,0,4,5.333333333333333,0,0,5.428571428571429,68,4104,0.393232843542
1c466a37-0da7-4049-a545-abc3254021fa,7_3,133,9,4,Wed May 16 15:06:57 GMT+02:00 2018,2,4,200.5,1,11,16.5,2,0,5.571428571428571,60,790,0.345720301372
1c466a37-0da7-4049-a545-abc3254021fa,7_4,133,8,4,Wed May 16 15:09:14 GMT+02:00 2018,1,8,7.0,0,0,0.0,0,0,5.285714285714286,53,1369,0.333806903795
1c466a37-0da7-4049-a545-abc3254021fa,7_5,38,7,2,Wed May 16 15:09:57 GMT+02:00 2018,6,50,11.333333333333334,0,4,5.666666666666667,0,0,5.571428571428571,60,4357,0.390630438468
1c466a37-0da7-4049-a545-abc3254021fa,7_6,144,15,3,Wed May 16 15:12:27 GMT+02:00 2018,10,22,51.3,0,7,9.4,1,0,5.571428571428571,80,3128,0.398453677348
1c466a37-0da7-4049-a545-abc3254021fa,7_7,935,92,5,Wed May 16 15:30:36 GMT+02:00 2018,10,33,23.6,0,6,7.8,0,0,5.714285714285714,55,3749,0.394929059294
1c466a37-0da7-4049-a545-abc3254021fa,7_8,377,32,5,Wed May 16 15:39:12 GMT+02:00 2018,4,14,14.5,0,5,6.0,0,0,5.571428571428571,46,2341,0.385705578166
1c466a37-0da7-4049-a545-abc3254021fa,3_1,16,3,1,Wed May 16 20:13:09 GMT+02:00 2018,1,1,3.0,3,0,0.0,0,0,1.6666666666666667,1,6,-0.325
1c466a37-0da7-4049-a545-abc3254021fa,3_2,14,3,1,Wed May 16 20:13:27 GMT+02:00 2018,2,2,3.0,1,1,1.0,0,0,2.0,2,6,-0.260337533649
1c466a37-0da7-4049-a545-abc3254021fa,4_1,210,19,2,Wed May 16 20:17:06 GMT+02:00 2018,1,1,17.0,4,5,5.0,2,2,2.5,3,23,-0.0473151774189
9fbbefa7-514b-469e-af49-43a1efad060a,3_1,14,3,1,Fri May 18 02:40:56 GMT+08:00 2018,1,1,3.0,3,0,0.0,0,0,1.6666666666666667,1,6,-0.325
9fbbefa7-514b-469e-af49-43a1efad060a,3_2,14,4,1,Fri May 18 02:41:23 GMT+08:00 2018,2,2,3.0,1,1,1.0,0,0,2.0,2,6,-0.260337533649
9fbbefa7-514b-469e-af49-43a1efad060a,3_2,10,4,1,Fri May 18 02:41:41 GMT+08:00 2018,2,2,3.0,1,1,1.0,0,0,2.0,2,6,-0.260337533649
